id,location,bathrooms,bedrooms,parking,size,agent,price
1670,Pelican Park,1.0,2.0,1.0,56,Omega Real Estate,579 000
1671,Retreat,2.0,5.0,1.0,,Momentum International Realty - Central,1 799 000
1672,Steenberg Golf Estate,4.0,3.0,,1047,Chas Everitt Cape Town South,14 995 000
1673,Stonehurst Mountain Estate,3.0,3.0,1.0,198,Stonehurst Properties,4 500 000
1674,Newlands,3.0,3.0,4.0,350,RE/MAX Living,3 950 000
1675,Walmer Estate,2.0,3.0,6.0,740,Rawson Properties Claremont,4 950 000
1676,Muizenberg,2.0,3.0,1.0,285,Rawson Properties Muizenberg,2 200 000
1677,Camps Bay,3.5,4.0,1.0,,Marion Taylor Properties,8 500 000
1678,Observatory,2.5,3.0,2.0,160,Dogon Group Sea Point - Head Office,3 295 000
1679,Sea Point,,4.0,,250,Erf Size,5 500 000
1680,Pinelands,2.0,3.0,9.0,948,Harcourts Maynard Burgoyne,4 695 000
1681,Rosebank,2.5,3.0,2.0,133,Knight Frank,3 295 000
1682,Costa Da Gama,2.0,3.0,3.0,265,NDS Real Estate,1 900 000
1683,Constantia,3.0,3.0,4.0,422,Icon Properties,4 995 000
1684,Camps Bay,4.0,4.5,4.0,414,Seeff Camps Bay - Sales,59 950 000
1685,Observatory,1.0,2.0,,79,Evolution Properties,1 395 000
1686,Harfield Village,1.0,1.0,2.0,296,Heads Residential Property,2 350 000
1687,Observatory,1.0,2.0,,84,Tyson Properties Atlantic Seaboard,1 500 000
1688,Sea Point,2.0,2.0,1.0,210,Stonehurst Properties,5 850 000
1689,Observatory,1.0,2.0,,84,Tyson Properties Atlantic Seaboard,1 500 000
1690,Fresnaye,4.5,4.0,4.0,499,Seeff Sea Point - Sales,14 495 000
1691,Kirstenhof,2.0,3.0,1.0,725,"RE/MAX, Premier - Claremont",2 990 000
1692,Kenilworth Upper,2.0,3.0,5.0,545,Sotheby's International Realty - Claremont,3 995 000
1693,Sea Point,3.0,3.0,,148,RE/MAX Living,4 990 000
1694,Muizenberg,2.0,4.0,3.0,255,Engel & Volkers False Bay,2 995 000
1695,Bo Kaap,2.0,4.0,1.0,424,Erf Size,5 300 000
1696,Constantia,4.5,4.0,2.0,1359,Greeff Christie's International Real Estate - Southern Suburbs,9 950 000
1697,Observatory,1.0,2.0,3.0,123,Robshaw Property Group,2 200 000
1698,Heathfield,2.0,3.0,,151,RE/MAX In Motion (Mitchells Plain),1 650 000
1699,Constantia,5.0,6.0,6.0,3325,Tyson Properties Southern Suburbs,9 000 000
1700,Muizenberg,2.0,3.0,4.0,296,We Trade Property - Northern Suburbs,1 850 000
1701,Oranjezicht,5.5,4.0,4.0,595,"Kapstadt International Properties cc, Gardens",19 800 000
1702,Claremont,2.0,3.0,3.0,334,"RE/MAX, Premier - Claremont",2 995 000
1703,Constantia,4.0,4.0,5.0,1798,Blue Chip Properties,7 295 000
1704,Langa,2.0,4.0,1.0,,Chadlee Real Estate,850 000
1705,Observatory,3.0,3.0,2.0,,We Trade Property - Western Seaboard,2 495 000
1706,Constantia,4.0,5.0,,1441,Blue Chip Properties,7 750 000
1707,Gardens,2.0,13.0,1.0,485,Omega Real Estate,10 700 000
1708,Claremont Upper,3.5,3.0,3.0,,Sotheby's International Realty - Claremont,7 500 000
1709,Llandudno,4.0,4.0,4.0,991,Atteridge Real Estate,17 500 000
1710,Newlands,3.5,3.0,6.0,199,Pam Golding Properties - Southern Suburbs,7 450 000
1711,Salt River,1.0,4.0,,,Lionlead Real Estate,1 495 000
1712,Claremont,,21.0,,,Michael James Organisation,POA
1713,Green Point,2.0,2.0,1.0,192,"Kapstadt International Properties cc, Gardens",5 300 000
1714,Newlands,3.0,3.0,2.0,265,Greeff Christie's International Real Estate - Southern Suburbs,8 300 000
1715,Woodstock,2.0,8.0,,366,Erf Size,3 499 000
1716,Steenberg Golf Estate,2.0,3.0,4.0,750,Steenberg Property Sales,15 900 000
1717,Higgovale,3.0,4.0,2.0,522,"Kapstadt International Properties cc, Gardens",7 999 000
1718,Camps Bay,4.5,4.0,4.0,495,Chas Everitt Atlantic Seaboard and City Bowl,28 500 000
1719,Woodstock,1.0,2.0,,145,Olive Properties,1 895 000
1720,Lansdowne,1.0,3.0,3.0,447,RE/MAX Impact,2 400 000
1721,Pinelands,3.0,4.0,2.0,838,Seeff Pinelands,3 795 000
1722,Woodstock,2.0,8.0,,366,Erf Size,3 499 000
1723,Lansdowne,1.0,3.0,3.0,447,RE/MAX Impact,2 400 000
1724,Pinelands,3.0,4.0,2.0,838,Seeff Pinelands,3 795 000
1725,Woodstock,2.0,8.0,,366,Erf Size,3 499 000
1726,Bridgetown,2.0,4.0,1.0,,RE/MAX Impact,1 250 000
1727,Claremont,3.0,5.0,3.0,445,Law24,2 750 000
1728,Fresnaye,2.0,4.0,2.0,646,Seeff Sea Point - Sales,9 500 000
1729,Woodstock,2.0,3.0,,143,Tyson Properties Atlantic Seaboard,3 395 000
1730,Constantia,7.0,5.0,5.0,9938,Keller Williams Eden,42 000 000
1731,Claremont Upper,1.0,2.0,2.0,,Eazi Real Estate,3 100 000
1732,Constantia,5.0,5.0,16.0,4836,Seeff Southern Suburbs,17 800 000
1733,Constantia,9.0,9.0,10.0,2551,"RE/MAX, Premier - Claremont",15 995 000
1734,Pinelands,3.0,4.0,3.0,902,Seeff Pinelands,4 395 000
1735,Camps Bay,3.0,4.0,3.0,925,Pam Golding Properties - Camps Bay,11 500 000
1736,Salt River,1.0,2.0,2.0,141,Tyson Properties Atlantic Seaboard,2 200 000
1737,Retreat,2.0,5.0,5.0,491,Property.CoZa - Southern Peninsula,1 850 000
1738,Claremont Upper,1.0,2.0,2.0,,Eazi Real Estate,3 100 000
1739,Rylands,1.5,3.0,12.0,496,RE/MAX Elite,2 090 000
1740,Bo Kaap,1.0,2.0,,,"Just Property, City Bowl",2 500 000
1741,Bakoven,3.0,3.0,2.0,289,Seeff Camps Bay - Sales,23 000 000
1742,Bo Kaap,2.0,3.0,,360,Erf Size,6 495 000
1743,Woodstock,1.0,2.0,1.0,,Olive Properties,1 395 000
1744,Rondebosch,3.0,4.0,2.0,496,Seeff Southern Suburbs,4 300 000
1745,Lakeside,3.0,4.0,3.0,335,Tyson Properties Southern Suburbs,2 595 000
1746,Wynberg Upper,4.0,5.0,2.0,436,Tyson Properties Southern Suburbs,5 950 000
1747,Athlone,2.0,3.0,6.0,660,ERA Northern Suburbs,2 999 000
1748,Constantia,6.0,6.0,8.0,9490,Rawson Properties Rawson Auctions Western Cape,POA
1749,Marina Da Gama,2.0,3.0,1.0,592,Keller Williams Explore Properties,2 200 000
1750,St James,3.0,4.0,1.0,665,Engel & Volkers False Bay,9 950 000
1751,Fresnaye,5.0,5.0,3.0,979,Pam Golding Properties - Atlantic Seaboard,31 000 000
1752,Sea Point,5.0,5.0,3.0,372,Erf Size,6 495 000
1753,Kenilworth Upper,4.0,4.0,4.0,1408,Knight Frank,7 500 000
1754,Crawford,8.0,10.0,4.0,991,Rawson Properties Claremont,5 500 000
1755,Constantia,3.5,4.0,3.0,1295,Sotheby's International Realty - Tokai,12 950 000
1756,Sea Point,2.0,3.0,2.0,363,Seeff Sea Point - Sales,8 795 000
1757,Camps Bay,5.0,4.0,2.0,,Seeff Camps Bay - Sales,24 995 000
1758,Claremont,3.0,4.0,4.0,709,Averil Brink Properties,6 299 000
1759,Lakeside,3.0,4.0,3.0,335,Tyson Properties Southern Suburbs,2 595 000
1760,Constantia,4.0,3.0,2.0,659,Sotheby's International Realty - Tokai,11 520 000
1761,Rondebosch,3.0,4.0,6.0,991,Link Property People,8 900 000
1762,Muizenberg,2.0,3.0,,149,Engel & Volkers False Bay,2 430 000
1763,Grassy Park,4.0,6.0,2.0,,RE/MAX Impact,2 490 000
1764,Llandudno,5.0,5.0,4.0,1095,Atteridge Real Estate,27 500 000
1765,Kenilworth Upper,2.0,3.0,2.0,529,Knight Frank,4 950 000
1766,Constantia,2.0,3.0,,1349,Rawson Properties Constantia,6 500 000
1767,Stonehurst Mountain Estate,3.5,3.0,4.0,291,Seeff False Bay - Muizenberg,5 900 000
1768,Lakeside,2.0,3.0,3.0,298,"RE/MAX, Premier - Claremont",2 350 000
1769,Constantia,3.5,5.0,8.0,1676,Blue Chip Properties,5 495 000
1770,Pinelands,2.0,4.0,3.0,729,Seeff Pinelands,3 350 000
1771,Green Point,2.0,3.0,1.0,258,Tyson Properties Atlantic Seaboard,6 250 000
1772,Vredehoek,1.0,3.0,,148,RE/MAX Living,3 800 000
1773,Stonehurst Mountain Estate,3.5,3.0,4.0,291,Seeff False Bay - Muizenberg,5 900 000
1774,Stonehurst Mountain Estate,3.5,4.0,6.0,1552,Seeff False Bay - Muizenberg,11 950 000
1775,Sea Point,2.0,3.0,1.0,310,Seeff Sea Point - Sales,5 499 500
1776,Newlands,2.5,4.0,2.0,791,Tyson Properties Southern Suburbs,6 995 000
1777,Llandudno,3.0,4.0,3.0,768,Atteridge Real Estate,26 500 000
1778,Higgovale,3.0,4.0,2.0,522,RE/MAX Living,7 999 000
1779,Maitland,1.5,3.0,1.0,412,Meggar Property Brokers,1 950 000
1780,Athlone,2.0,4.0,1.0,496,Theron Property Group,1 999 000
1781,Diep River,1.0,2.0,2.0,197,Evolution Properties,1 695 000
1782,Bergvliet,3.0,4.0,5.0,726,Jawitz Constantia,4 975 000
1783,Constantia,4.0,5.0,2.0,2000,Sotheby's International Realty - Tokai,7 795 000
1784,Salt River,2.0,3.0,,116,Chas Everitt Atlantic Seaboard and City Bowl,2 295 000
1785,Sybrand Park,2.0,4.0,1.0,732,RE/MAX Impact,2 600 000
1786,Bishop Lavis,1.0,3.0,1.0,,Icon Property Group,1 150 000
1787,Camps Bay,7.0,5.0,5.0,1435,Seeff Camps Bay - Sales,45 000 000
1788,Camps Bay,3.0,4.0,2.0,595,Seeff Camps Bay - Sales,12 750 000
1789,Fresnaye,3.0,3.0,4.0,627,Dogon Group Sea Point - Head Office,13 950 000
1790,Green Point,2.0,2.0,1.0,,Floor Size,4 399 000
1791,Rosebank,4.0,4.0,3.0,1056,Knight Frank,8 500 000
1792,Kenilworth Upper,2.0,3.0,4.0,314,Tyson Properties Southern Suburbs,4 495 000
1793,Camps Bay,2.0,4.0,5.0,1235,Seeff Camps Bay - Sales,16 900 000
1794,Retreat,2.0,3.0,2.0,250,"RE/MAX, Premier - Claremont",1 250 000
1795,Bishopscourt,6.0,6.0,10.0,3965,Next Move Properties,25 000 000
1796,Claremont Upper,6.0,5.0,5.0,1041,Seeff Southern Suburbs,7 995 000
1797,Camps Bay,2.0,4.0,6.0,987,"Kapstadt International Properties cc, Gardens",15 000 000
1798,Llandudno,5.0,6.0,2.0,991,Cape Waterfront Estates,28 000 000
1799,Claremont Upper,4.0,4.0,6.0,472,Chas Everitt Cape Town South,6 950 000
1800,Bishopscourt,4.0,4.0,10.0,4001,Pam Golding Properties - Southern Suburbs,29 500 000
1801,Lavender Hill,1.0,3.0,1.0,,Momentum International Realty - Central,550 000
1802,Claremont,3.0,5.0,3.0,496,Seeff Southern Suburbs,3 795 000
1803,Fresnaye,5.0,5.0,5.0,519,Seeff Sea Point - Sales,8 500 000
1804,Walmer Estate,1.0,2.0,,102,Omega Real Estate,1 990 000
1805,Bishopscourt,6.0,6.0,10.0,3965,Next Move Properties,25 000 000
1806,Newlands,3.0,4.0,3.0,625,Seeff Southern Suburbs,6 250 000
1807,Walmer Estate,1.0,2.0,,102,Omega Real Estate,1 990 000
1808,Bishopscourt,6.0,6.0,10.0,3965,Next Move Properties,25 000 000
1809,Newlands,3.0,4.0,3.0,625,Seeff Southern Suburbs,6 250 000
1810,Bantry Bay,5.5,5.0,2.0,698,Lance Real Estate,59 950 000
1811,Gardens,1.0,1.0,,139,RE/MAX Living,3 800 000
1812,Schaap Kraal,4.0,7.0,58.0,3467,RE/MAX In Motion (Mitchells Plain),1 999 999
1813,Zwaanswyk,,,4.0,1528,Sotheby's International Realty - Tokai,5 500 000
1814,Claremont,3.0,5.0,3.0,650,Pam Golding Properties - Southern Suburbs,4 650 000
1815,Green Point,5.0,5.0,6.0,330,Seeff Sea Point - Sales,16 500 000
1816,Pelican Park,1.0,2.0,3.0,,RE/MAX Impact,775 000
1817,Zeekoevlei,3.0,5.0,6.0,496,"RE/MAX, Premier - Claremont",2 750 000
1818,Rondebosch Village,2.0,3.0,1.0,314,"RE/MAX, Premier - Claremont",3 050 000
1819,Woodstock,4.0,4.0,1.0,,BAE Estates & Escapes,2 500 000
1820,Camps Bay,10.0,9.0,7.0,785,Tyson Properties Atlantic Seaboard,18 950 000
1821,Sea Point,1.0,2.0,,,Sale,4 850 000
1822,Pelican Park,1.0,2.0,3.0,,RE/MAX Impact,775 000
1823,Tokai,4.0,3.0,4.0,315,The Agency Property Group,10 500 000
1824,Ottery,1.0,3.0,2.0,,RE/MAX Impact,1 895 000
1825,Newfields,3.0,3.0,1.0,650,property4SALE,2 750 000
1826,Llandudno,4.0,5.0,8.0,743,Atteridge Real Estate,57 000 000
1827,Kalk Bay,2.0,4.0,1.0,392,Engel & Volkers False Bay,7 300 000
1828,Tokai,4.0,4.0,2.0,626,Jawitz Constantia,10 750 000
1829,Claremont,1.0,2.0,1.0,,Rawson Properties Constantia,2 000 000
1830,Llandudno,5.0,4.0,2.0,1135,Atteridge Real Estate,16 995 000
1831,Marina Da Gama,2.0,3.0,3.0,,Tyson Properties Southern Suburbs,2 395 000
1832,Constantia,3.5,4.0,6.0,740,Jawitz Constantia,4 500 000
1833,Constantia,3.5,3.0,6.0,431,Sotheby's International Realty - Tokai,13 750 000
1834,Woodstock,2.0,4.0,,,RE/MAX Living,2 495 000
1835,Vanguard,2.0,4.0,4.0,505,Momentum International Realty - Central,2 350 000
1836,Tokai,4.5,5.0,6.0,1188,Blue Chip Properties,5 690 000
1837,Kenilworth Upper,2.0,3.0,6.0,989,Sale,5 556 000
1838,Philippi,1.0,3.0,1.0,80,We Trade Property - Northern Suburbs,500 000
1839,Thornton,1.5,3.0,6.0,595,Seeff Pinelands,2 270 000
1840,Philadelphia,,,,43000000,Omega Real Estate,200 000 000
1841,Green Point,6.0,5.0,1.0,331,Meridian Realty,8 500 000
1842,Harfield Village,2.0,2.0,1.0,128,Sale,2 250 000
1843,Llandudno,5.0,4.0,2.0,1135,Atteridge Real Estate,16 995 000
1844,Wynberg Upper,2.5,3.0,4.0,243,Rawson Properties Constantia,3 995 000
1845,Bantry Bay,2.0,3.0,2.0,504,Jawitz Atlantic Seaboard,8 950 000
1846,Marina Da Gama,3.0,3.0,4.0,670,Tyson Properties Southern Suburbs,3 150 000
1847,Kenilworth,2.0,2.0,2.0,164,Heads Residential Property,2 195 000
1848,Observatory,4.0,8.0,,311,Evolution Properties,5 500 000
1849,Clifton,3.5,3.0,,308,Seeff Sea Point - Sales,32 500 000
1850,Pinelands,2.0,3.0,2.0,265,Harcourts Maynard Burgoyne,2 695 000
1851,Plumstead,6.5,6.0,6.0,1345,Rawson Properties Constantia,6 500 000
1852,Camps Bay,4.5,4.0,6.0,461,Pam Golding Properties - Camps Bay,17 950 000
1853,Wynberg Upper,1.0,2.0,1.0,,RE/MAX Living,2 750 000
1854,Claremont Upper,4.0,4.0,2.0,472,Pam Golding Properties - Southern Suburbs,6 950 000
1855,Wynberg Upper,2.0,3.0,2.0,411,Alexo Property Brokers,2 900 000
1856,Woodstock,1.0,2.0,,118,Tyson Properties Atlantic Seaboard,1 650 000
1857,Rondebosch East,3.0,4.0,3.0,501,Pam Golding Properties - Southern Suburbs,3 750 000
1858,Rondebosch,3.0,3.0,3.0,740,CARADOC | CAPE PROPERTY SPECIALISTS,3 950 000
1859,Newlands,2.0,4.0,2.0,495,Keller Williams Eden,8 950 000
1860,Camps Bay,7.0,6.0,9.0,982,Nox Property,35 900 000
1861,Claremont Upper,4.0,4.0,2.0,472,Pam Golding Properties - Southern Suburbs,6 950 000
1862,Rondebosch,5.0,5.0,1.0,668,Keller Williams Eden,4 500 000
1863,Tokai,4.0,5.0,2.0,1095,Rawson Properties Claremont,5 499 999
1864,Pinelands,2.0,3.0,5.0,892,"RE/MAX, Property Associates - Pinelands",3 399 000
1865,Constantia,5.5,5.0,13.0,9009,Sotheby's International Realty - Tokai,17 000 000
1866,Higgovale,2.5,3.0,2.0,,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",6 495 000
1867,Plumstead,2.0,3.0,4.0,496,Pam Golding Properties - Southern Suburbs,2 400 000
1868,Lotus River,2.0,4.0,12.0,750,RE/MAX Impact,1 800 000
1869,Three Anchor Bay,7.0,7.0,,,Law Real Estate,7 750 000
1870,Higgovale,2.5,3.0,2.0,,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",6 495 000
1871,Plumstead,2.0,3.0,4.0,496,Pam Golding Properties - Southern Suburbs,2 400 000
1872,Lotus River,2.0,4.0,12.0,750,RE/MAX Impact,1 800 000
1873,Green Point,7.0,7.0,3.0,284,Tyson Properties Atlantic Seaboard,7 500 000
1874,Newlands,2.0,3.0,3.0,360,Pam Golding Properties - Southern Suburbs,5 750 000
1875,Walmer Estate,3.0,6.0,,285,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3 995 000
1876,Fresnaye,3.0,4.0,2.0,462,Seeff Sea Point - Sales,11 995 000
1877,Marina Da Gama,3.0,3.0,3.0,299,Keller Williams Explore Properties,3 450 000
1878,Claremont Upper,4.0,6.0,4.0,396,The Agency Property Group,7 000 000
1879,Claremont,2.0,3.0,3.0,610,Pam Golding Properties - Southern Suburbs,3 795 000
1880,Kenilworth Upper,2.0,3.0,3.0,150,Sotheby's International Realty - Claremont,4 990 000
1881,Gardens,4.0,4.0,,165,"Kapstadt International Properties cc, Gardens",6 495 000
1882,Muizenberg,1.0,2.0,2.0,,Eazi Real Estate,1 150 000
1883,Green Point,4.0,3.0,2.0,527,RE/MAX Living,19 900 000
1884,Constantia,7.0,7.0,8.0,3389,RE/MAX Home - Hout Bay,17 500 000
1885,Steenberg Golf Estate,3.5,3.0,5.0,997,Steenberg Property Sales,25 000 000
1886,Marina Da Gama,3.0,3.0,3.0,299,Keller Williams Explore Properties,3 450 000
1887,Camps Bay,4.0,4.0,2.0,690,Engel & Volkers Atlantic Seaboard & City Bowl,21 995 000
1888,Wynberg Upper,3.0,4.0,2.0,,Pam Sorel Properties,5 550 000
1889,Llandudno,5.0,5.0,3.0,1241,Cape Waterfront Estates,29 000 000
1890,Tokai,3.0,3.0,2.0,496,Jawitz Constantia,8 400 000
1891,Fresnaye,3.5,4.0,2.0,,Sotheby's International Realty - Atlantic Seaboard & City Bowl,8 500 000
1892,Rondebosch,3.0,3.0,2.0,488,Seeff Southern Suburbs,3 395 000
1893,Rondebosch,2.5,6.0,4.0,1230,Link Property People,8 900 000
1894,Tokai,3.0,4.0,2.0,1013,Pam Golding Properties - Southern Suburbs,5 495 000
1895,Woodstock,1.0,3.0,,302,Evolution Properties,990 000
1896,Kenilworth Upper,3.0,3.0,2.0,,Sotheby's International Realty - Claremont,4 160 000
1897,Wynberg,,,,209,Law24,2 490 000
1898,Woodstock,2.0,3.0,,200,RE/MAX In Motion (Mitchells Plain),1 985 000
1899,Steenberg,1.0,3.0,1.0,307,RE/MAX In Motion (Mitchells Plain),780 000
1900,Claremont,7.0,6.0,3.0,548,Engel & Volkers Atlantic Seaboard & City Bowl,5 995 000
1901,Sea Point,1.0,2.0,1.0,281,Tyson Properties Atlantic Seaboard,4 950 000
1902,Higgovale,4.0,4.0,4.0,404,Pam Golding Properties - City Bowl,24 900 000
1903,Tokai,4.0,6.0,4.0,1058,Keller Williams Explore Properties,4 995 000
1904,De Waterkant,2.0,2.0,,80,"Leapfrog, City Bowl",8 900 000
1905,Steenberg,1.0,1.0,,185,Theron Property Group,530 000
1906,Claremont,2.0,4.0,2.0,484,Seeff Southern Suburbs,4 290 000
1907,Muizenberg,2.0,3.0,3.0,208,RE/MAX Elite,1 450 000
1908,Higgovale,4.0,4.0,4.0,404,Pam Golding Properties - City Bowl,24 900 000
1909,Kenilworth Upper,1.0,1.0,1.0,535,Knight Frank,3 950 000
1910,Ocean View,1.0,2.0,,84,Rawson Properties Ou Kaap,690 000
1911,Gardens,1.0,3.0,5.0,265,"Kapstadt International Properties cc, Gardens",4 300 000
1912,Rondebosch,2.0,3.0,2.0,504,CARADOC | CAPE PROPERTY SPECIALISTS,3 650 000
1913,Belthorne Estate,1.0,3.0,5.0,528,Pam Golding Properties - Goodwood / Athlone / Belhar,2 200 000
1914,Rondebosch,2.0,5.0,4.0,575,Apex Realty,3 750 000
1915,Steenberg Golf Estate,4.5,4.0,4.0,1190,Dogon Group Southern Suburbs,16 500 000
1916,Walmer Estate,2.0,3.0,3.0,322,Meridian Realty,3 950 000
1917,Vredehoek,2.0,3.0,1.0,239,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3 995 000
1918,Green Point,3.5,3.0,2.0,366,Pam Golding Properties - Atlantic Seaboard,9 995 000
1919,Constantia,3.0,4.0,4.0,700,Knight Frank,4 750 000
1920,Constantia,3.0,4.0,6.0,3866,Blue Chip Properties,12 500 000
1921,Ottery,3.0,4.0,5.0,400,"RE/MAX, Premier - Claremont",2 450 000
1922,Zonnebloem,2.0,3.0,2.0,185,"Kapstadt International Properties cc, Gardens",3 750 000
1923,Camps Bay,7.5,6.0,6.0,846,Pam Golding Properties - Camps Bay,21 750 000
1924,Plumstead,3.0,3.0,3.0,496,Lola Kramer Properties,2 295 000
1925,Camps Bay,4.0,4.0,,672,RE/MAX Living,13 950 000
1926,Walmer Estate,2.0,3.0,3.0,322,Meridian Realty,3 950 000
1927,Oranjezicht,3.0,4.0,2.0,672,Pam Golding Properties - City Bowl,10 950 000
1928,Observatory,2.0,8.0,,425,ClareMart Auction Group,POA
1929,Camps Bay,3.0,4.0,2.0,495,Seeff Camps Bay - Sales,8 995 000
1930,Diep River,2.0,3.0,2.0,450,Jawitz Constantia,2 695 000
1931,Rylands,3.0,4.0,5.0,496,Eazi Real Estate,3 495 000
1932,Constantia,9.0,15.0,7.0,13888,"RE/MAX, Premier - Claremont",POA
1933,Woodstock,1.0,2.0,1.0,118,Evolution Properties,1 749 999
1934,Camps Bay,3.0,4.0,1.0,552,Engel & Volkers Camps Bay,8 950 000
1935,Kenilworth Upper,5.0,5.0,11.0,2231,Greeff Christie's International Real Estate - Southern Suburbs,16 900 000
1936,Pinelands,3.0,5.0,5.0,857,Pam Golding Properties - Southern Suburbs,4 899 000
1937,Plumstead,2.0,4.0,4.0,427,"RE/MAX, Premier - Claremont",2 899 000
1938,Vredehoek,1.0,3.0,2.0,280,Property.CoZa - Blouberg,3 650 000
1939,Claremont Upper,4.0,4.0,4.0,565,Sotheby's International Realty - Claremont,6 750 000
1940,Rosebank,2.5,4.0,3.0,575,Eazi Real Estate,4 499 000
1941,Claremont,2.0,3.0,3.0,368,Knight Frank,3 150 000
1942,Vredehoek,3.5,3.0,3.0,463,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",6 480 000
1943,Constantia,3.5,4.0,4.0,8062,Greeff Christie's International Real Estate - Southern Suburbs,32 000 000
1944,Green Point,3.0,3.0,,196,Jawitz Atlantic Seaboard,9 500 000
1945,Thornton,2.0,4.0,4.0,645,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2 495 000
1946,Dennedal,3.0,6.0,2.0,,Sotheby's International Realty - Tokai,6 995 000
1947,Llandudno,5.0,5.0,6.0,1241,Tyson Properties Atlantic Seaboard,29 000 000
1948,Silvertree Estate,2.5,5.0,5.0,640,Chas Everitt Cape Town South,8 950 000
1949,Pinelands,3.0,5.0,5.0,857,Pam Golding Properties - Southern Suburbs,4 899 000
1950,Three Anchor Bay,2.0,3.0,,125,Propfind Cape Town,4 200 000
1951,Sea Point,1.0,2.0,,,RE/MAX Living,4 500 000
1952,Steenberg,2.0,5.0,3.0,,,1 200 000
1953,Tamboerskloof,3.5,4.0,2.0,750,RE/MAX Living,13 250 000
1954,Pinelands,2.0,3.0,2.0,885,Seeff Pinelands,3 595 000
1955,Camps Bay,6.5,7.0,9.0,690,Chas Everitt Atlantic Seaboard and City Bowl,11 500 000
1956,Wynberg Upper,3.0,4.0,2.0,727,Tyson Properties Southern Suburbs,6 495 000
1957,Pelican Park,1.0,2.0,3.0,240,RE/MAX Impact,999 000
1958,Rondebosch,3.0,3.0,4.0,496,Tyson Properties Southern Suburbs,3 995 000
1959,Southfield,1.5,3.0,2.0,495,Eazi Real Estate,2 450 000
1960,Steenberg Golf Estate,5.5,5.0,2.0,8002,Steenberg Property Sales,32 000 000
1961,Muizenberg,2.0,3.0,1.0,,RE/MAX In Motion (Mitchells Plain),1 450 000
1962,Plumstead,2.0,3.0,4.0,440,Percipient Properties,2 595 000
1963,Tamboerskloof,4.5,4.0,2.0,311,Jawitz Atlantic Seaboard,12 950 000
1964,Constantia,3.0,4.0,2.0,1406,Pam Golding Properties - Southern Suburbs,12 200 000
1965,Mowbray,1.0,3.0,7.0,599,ERA Northern Suburbs,4 100 000
1966,Rondebosch,4.0,5.0,5.0,1349,Seeff Southern Suburbs,11 500 000
1967,Claremont,3.5,4.0,4.0,719,Dogon Group Sea Point - Head Office,4 950 000
1968,Retreat,1.5,5.0,6.0,479,RE/MAX Impact,1 550 000
1969,Muizenberg,2.0,3.0,2.0,254,RE/MAX Elite,1 575 000
1970,Rondebosch,4.0,5.0,5.0,1349,Seeff Southern Suburbs,11 500 000
1971,Rondebosch,3.0,6.0,6.0,620,"RE/MAX, Premier - Claremont",5 795 000
1972,Camps Bay,6.0,6.0,4.0,,Seeff Camps Bay - Sales,39 950 000
1973,Tokai,3.0,2.0,3.0,,Chas Everitt Cape Town South,8 500 000
1974,Tamboerskloof,4.0,4.0,2.0,496,"Kapstadt International Properties cc, Gardens",16 900 000
1975,Camps Bay,7.0,6.0,2.0,864,Pam Golding Properties - Camps Bay,24 995 000
1976,Zwaanswyk,4.5,5.0,3.0,4519,Sotheby's International Realty - Tokai,22 950 000
1977,Thornton,1.0,3.0,10.0,712,Seeff Pinelands,2 495 000
1978,Thornton,3.0,4.0,4.0,658,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2 295 000
1979,Tokai,3.0,3.0,2.0,389,Jawitz Constantia,9 955 000
1980,Constantia,2.0,4.0,2.0,1817,Jawitz Constantia,10 900 000
1981,Kalk Bay,5.0,4.0,,466,RE/MAX Living,13 495 000
1982,Bo Kaap,3.0,3.0,1.0,437,Mayfair Property Group,6 000 000
1983,Wynberg Upper,3.0,4.0,2.0,575,Greeff Christie's International Real Estate - Southern Suburbs,5 900 000
1984,De Waterkant,3.5,3.0,2.0,110,RE/MAX Living,18 170 000
1985,Marina Da Gama,2.0,3.0,3.0,,RE/MAX Elite,2 500 000
1986,Woodstock,1.0,2.0,1.0,163,Pam Golding Properties - Southern Suburbs,2 500 000
1987,Higgovale,6.0,5.0,7.0,3400,The Agency Property Group,34 950 000
1988,Bantry Bay,7.0,10.0,6.0,1566,Seeff Sea Point - Sales,68 000 000
1989,Claremont,2.0,3.0,2.0,165,Pam Golding Properties - Southern Suburbs,2 200 000
1990,Surrey Estate,2.0,4.0,1.0,496,Erf Size,1 750 000
1991,Newlands,4.0,4.0,6.0,633,Greeff Christie's International Real Estate - Southern Suburbs,8 400 000
1992,Zwaanswyk,4.5,5.0,3.0,4519,Sotheby's International Realty - Tokai,22 950 000
1993,Woodstock,2.0,3.0,1.0,334,Property Alliance,1 995 000
1994,Claremont,2.0,2.0,2.0,178,Seeff Southern Suburbs,3 100 000
1995,Constantia,2.0,3.0,,,Keller Williams Eden,3 750 000
