id,location,bathrooms,bedrooms,parking,size,agent,price
1011,Newlands,3.0,4.0,7.0,757,Seeff Southern Suburbs,6 500 000
1012,Pelican Park,2.0,4.0,1.0,200,Sale,1 450 000
1013,Oranjezicht,3.0,4.0,,285,"Kapstadt International Properties cc, Gardens",5 780 000
1014,Ottery,1.0,2.0,2.0,58,Pam Golding Properties - South Eastern Suburbs,1 150 000
1015,Cape Town City Centre,2.0,3.0,2.0,,Fine & Country - Associates,12 500 000
1016,Silvertree Estate,2.5,3.0,2.0,722,Sotheby's International Realty - Tokai,8 450 000
1017,Silvertree Estate,3.0,5.0,3.0,,Broll Property Group,12 800 000
1018,Woodstock,2.0,2.0,2.0,179,Jawitz Atlantic Seaboard,2 795 000
1019,Bishopscourt,3.0,5.0,7.0,4035,Pam Golding Properties - Southern Suburbs,24 950 000
1020,Constantia,5.0,5.0,8.0,2032,Erf Size,11 500 000
1021,Ottery,,,,,Pears Property Group,5 800 000
1022,Claremont Upper,2.5,3.0,2.0,,Law Real Estate,6 299 000
1023,Marina Da Gama,2.0,3.0,3.0,160,RE/MAX Elite,2 350 000
1024,Constantia,4.0,5.0,3.0,2032,Sotheby's International Realty - Tokai,11 500 000
1025,Bonteheuwel,1.0,1.0,,232,Rawson Properties Rawson Auctions Western Cape,399 000
1026,Kenilworth Upper,6.0,6.0,9.0,2498,Vineyard Estates,18 750 000
1027,Wynberg,2.0,3.0,1.0,207,Tyson Properties Southern Suburbs,1 550 000
1028,Camps Bay,3.5,4.0,5.0,991,Seeff Camps Bay - Sales,13 950 000
1029,Observatory,3.0,3.0,,173,Rawson Properties RD Sales / Rentals,2 550 000
1030,Rosebank,2.5,3.0,22.0,550,Knight Frank,3 900 000
1031,Kenwyn,2.0,4.0,6.0,634,"RE/MAX, Premier - Claremont",2 850 000
1032,Kensington,2.0,3.0,1.0,495,Meggar Property Brokers,1 850 000
1033,Wynberg,2.0,2.5,2.0,240,Tyson Properties Southern Suburbs,1 650 000
1034,Woodstock,1.0,3.0,2.0,205,"RE/MAX, Property Associates - Pinelands",3 395 000
1035,Plumstead,2.0,4.0,2.0,448,Constantia Valley Estates,2 550 000
1036,Claremont Upper,3.0,3.0,2.0,309,Dogon Group Southern Suburbs,6 950 000
1037,Pinelands,2.0,3.0,1.0,951,Harcourts Maynard Burgoyne,3 600 000
1038,Southfield,1.0,3.0,2.0,210,NDS Real Estate,1 600 000
1039,Walmer Estate,2.0,4.0,2.0,495,"RE/MAX, Property Associates - Pinelands",4 300 000
1040,Walmer Estate,2.0,4.0,2.0,495,"RE/MAX, Property Associates - Pinelands",4 300 000
1041,Walmer Estate,2.0,1.0,2.0,135,Rawson Properties Constantia,2 750 000
1042,Sea Point,2.5,3.0,2.0,159,Seeff Sea Point - Sales,7 500 000
1043,Salt River,2.0,6.0,,94,Seeff Southern Suburbs,2 750 000
1044,Rondebosch,1.5,2.0,2.0,306,Greeff Christie's International Real Estate - Southern Suburbs,2 999 000
1045,Observatory,3.0,4.0,,210,Sharon Ball Properties,3 100 000
1046,Woodstock,4.0,3.0,,349,Rawson Properties Rawson Auctions Western Cape,2 700 000
1047,Observatory,2.0,3.0,1.0,339,Erf Size,2 500 000
1048,Observatory,2.0,3.0,2.0,244,Rose Eedes Properties,2 395 000
1049,Lotus River,2.0,3.0,,285,RE/MAX In Motion (Mitchells Plain),1 850 000
1050,Constantia,2.0,3.0,4.0,330,Blue Chip Properties,4 495 000
1051,Green Point,2.0,3.0,2.0,,LM Property Group - Cape Town,5 950 000
1052,Coniston Park,3.0,3.0,6.0,460,RE/MAX Impact,1 495 000
1053,Meadowridge,2.0,3.0,1.0,862,Chas Everitt Cape Town South,3 295 000
1054,Observatory,1.0,3.0,3.0,,Sharon Ball Properties,3 500 000
1055,Mowbray,2.0,3.0,3.0,401,Sotheby's International Realty - Claremont,3 950 000
1056,Gardens,2.0,3.0,2.0,219,RE/MAX Living,4 465 000
1057,Woodstock,1.0,2.0,,123,Tyson Properties Atlantic Seaboard,2 250 000
1058,Muizenberg,1.0,2.0,1.0,,,1 199 000
1059,Woodstock,1.0,2.0,,111,Eazi Real Estate,1 950 000
1060,Claremont,3.0,5.0,3.0,,Rawson Properties Constantia,5 500 000
1061,Woodstock,1.0,2.0,,,Lionlead Real Estate,1 800 000
1062,Claremont Upper,2.0,3.0,3.0,397,Dogon Group Southern Suburbs,5 440 000
1063,Retreat,2.0,5.0,,,,1 695 000
1064,Woodstock,1.0,2.0,,123,Tyson Properties Atlantic Seaboard,2 250 000
1065,Tamboerskloof,2.0,2.0,,134,RE/MAX Living,3 950 000
1066,Claremont,4.0,6.0,1.0,621,Rawson Properties Claremont,3 495 000
1067,Bo Kaap,2.0,5.0,1.0,201,"LRE Group, Rondebosch",6 000 000
1068,Claremont,2.0,3.0,2.0,366,Eazi Real Estate,2 645 000
1069,Frogmore Estate,3.0,4.0,1.0,496,Property.CoZa - Southern Peninsula,2 393 000
1070,Observatory,2.0,3.0,1.0,175,Robshaw Property Group,2 995 000
1071,Stonehurst Mountain Estate,4.5,4.0,2.0,347,Sotheby's International Realty - Tokai,6 750 000
1072,Constantia,3.0,3.0,3.0,5500,Sotheby's International Realty - Tokai,10 950 000
1073,Belhar,3.0,5.0,1.0,750,We Trade Property - Northern Suburbs,2 400 000
1074,Rondebosch,2.0,3.0,2.0,393,Seeff Southern Suburbs,5 300 000
1075,Wynberg Upper,1.0,2.0,,208,Pam Golding Properties - Southern Suburbs,2 000 000
1076,Bishopscourt,6.0,6.0,2.0,4006,The Cape Town Real Estate Company,39 000 000
1077,Higgovale,3.0,5.0,3.0,703,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",12 750 000
1078,Seawinds,1.0,3.0,3.0,,RE/MAX Impact,769 000
1079,Claremont,4.0,5.0,4.0,535,Greeff Christie's International Real Estate - Southern Suburbs,4 995 000
1080,Camps Bay,4.5,4.0,3.0,819,Chas Everitt Atlantic Seaboard and City Bowl,21 995 000
1081,Newlands,1.0,2.0,2.0,256,Keller Williams Eden,3 750 000
1082,Muizenberg,2.0,2.0,2.0,166,Pam Golding Properties - Muizenberg,1 295 000
1083,Grassy Park,1.0,3.0,5.0,722,Eazi Real Estate,1 700 000
1084,Woodstock,1.0,2.0,,100,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2 600 000
1085,Fresnaye,5.0,5.0,2.0,415,Mayfair Property Group,13 500 000
1086,Browns Farm,1.0,3.0,4.0,,NMKM Properties Group,880 000
1087,Observatory,2.0,5.0,3.0,541,Pam Golding Properties - Southern Suburbs,2 480 000
1088,Camps Bay,2.5,4.0,2.0,,RE/MAX Living,14 950 000
1089,Constantia,2.0,3.0,10.0,2676,Blue Chip Properties,8 900 000
1090,Fresnaye,2.0,3.0,2.0,200,Dogon Group Sea Point - Head Office,8 299 000
1091,Constantia,2.0,3.0,10.0,2676,Blue Chip Properties,8 900 000
1092,Kenilworth,1.0,3.0,3.0,233,Chas Everitt Cape Town South,2 200 000
1093,Stonehurst Mountain Estate,3.0,3.0,2.0,198,Chas Everitt Cape Town South,4 700 000
1094,Claremont,3.0,3.0,4.0,394,Mayfair Property Group,2 795 000
1095,Kenilworth,2.0,3.0,2.0,251,Norgarb Properties,2 695 000
1096,Bishopscourt,2.0,3.0,3.0,3643,Rawson Properties Constantia,12 500 000
1097,Kenilworth Upper,2.0,3.0,1.0,369,Keller Williams Eden,3 595 000
1098,Dennedal,3.5,5.0,2.0,992,Greeff Christie's International Real Estate - Southern Suburbs,6 995 000
1099,Thornton,3.0,3.0,2.0,631,"RE/MAX, Property Associates - Pinelands",2 350 000
1100,Belhar,1.0,2.0,1.0,,Prosperity Real Estates Western Cape,670 000
1101,Belhar,1.0,4.0,,373,Erf Size,1 500 000
1102,Woodstock,2.0,4.0,2.0,,Sale,4 000 000
1103,Bonteheuwel,1.0,2.0,3.0,230,ERA Northern Suburbs,549 000
1104,Pinelands,1.0,2.0,1.0,300,Sharon Van Rensburg Properties,1 950 000
1105,Lansdowne,1.5,3.0,3.0,520,Pam Golding Properties - South Eastern Suburbs,2 595 000
1106,Harfield Village,2.0,4.0,6.0,402,Tyson Properties Southern Suburbs,4 495 000
1107,Dennedal,3.5,5.0,2.0,992,Greeff Christie's International Real Estate - Southern Suburbs,6 995 000
1108,Vredehoek,2.0,3.0,2.0,210,"Kapstadt International Properties cc, Gardens",4 995 000
1109,Pelican Park,,,,342,The Real Estate Company Cape Town,2 800 000
1110,Bishopscourt,2.0,4.0,2.0,579,"RE/MAX, Premier - Claremont",5 650 000
1111,Thornton,1.0,3.0,5.0,598,Seeff Pinelands,2 475 000
1112,Marina Da Gama,2.0,3.0,2.0,,Seeff False Bay - Muizenberg,2 250 000
1113,Pinelands,2.0,3.0,4.0,1168,Sharon Van Rensburg Properties,4 495 000
1114,Rondebosch,1.0,3.0,8.0,496,"RE/MAX, Premier - Claremont",3 695 000
1115,Fresnaye,4.5,4.0,2.0,269,Jawitz Atlantic Seaboard,11 750 000
1116,Bantry Bay,4.5,4.0,1.0,526,Air Property,27 000 000
1117,Pinati,2.0,4.0,,,"RE/MAX, Property Associates - Pinelands",2 299 000
1118,St James,3.0,4.0,2.0,1580,Engel & Volkers False Bay,14 000 000
1119,Plumstead,3.0,6.0,12.0,1100,Jawitz Constantia,4 650 000
1120,Plumstead,1.5,3.0,4.0,1277,Eazi Real Estate,3 295 000
1121,Bantry Bay,3.5,3.0,3.0,969,Seeff Sea Point - Sales,33 995 000
1122,Pinelands,5.5,9.0,3.0,1074,Jawitz Pinelands,3 750 000
1123,Kenilworth,1.0,3.0,2.0,495,Seeff Southern Suburbs,2 950 000
1124,Pelican Park,1.0,3.0,1.0,203,RE/MAX Impact,1 050 000
1125,Claremont Upper,2.0,3.0,2.0,400,Jawitz Constantia,5 950 000
1126,Claremont Upper,5.0,4.0,1.0,597,Sale,5 500 000
1127,Rondebosch,5.0,5.0,2.0,1120,Keller Williams Eden,10 995 000
1128,Pelican Park,1.0,3.0,1.0,203,RE/MAX Impact,1 050 000
1129,Ocean View,1.0,2.0,1.0,109,Seeff False Bay - Muizenberg,620 000
1130,Constantia,2.5,4.0,2.0,1704,Jawitz Constantia,4 995 000
1131,Camps Bay,4.0,5.0,6.0,1068,Trust Property,13 990 000
1132,Belhar,1.0,3.0,1.0,183,We Trade Property - Northern Suburbs,900 000
1133,Rondebosch,3.0,4.0,6.0,725,Sotheby's International Realty - Claremont,7 750 000
1134,Kirstenhof,3.0,4.0,2.0,726,Tyson Properties Southern Suburbs,3 695 000
1135,Retreat,1.0,2.0,1.0,,,695 000
1136,Clifton,3.0,1.0,,513,Lu Jack,40 000 000
1137,Retreat,1.0,2.0,1.0,,,695 000
1138,Penlyn Estate,2.0,6.0,1.0,,Greeff Christie's International Real Estate - Southern Suburbs,2 350 000
1139,Newlands,2.0,3.0,2.0,,Jawitz Constantia,6 100 000
1140,Muizenberg,5.0,9.0,8.0,8351,Erf Size,37 500 000
1141,Woodstock,2.0,3.0,1.0,117,Erf Size,2 295 000
1142,Kenilworth Upper,4.0,4.0,6.0,1221,Pam Golding Properties - Southern Suburbs,7 995 000
1143,Steenberg,1.0,2.0,4.0,,RE/MAX Impact,795 000
1144,Sea Point,3.0,4.0,4.0,800,Seeff Sea Point - Sales,11 900 000
1145,Camps Bay,7.5,6.0,6.0,903,Pam Golding Properties - Camps Bay,38 000 000
1146,Bergvliet,3.0,4.0,2.0,980,Erf Size,3 795 000
1147,Constantia,4.5,4.0,4.0,1500,Sotheby's International Realty - Tokai,7 950 000
1148,Claremont Upper,3.0,3.0,3.0,496,Tyson Properties Southern Suburbs,5 200 000
1149,Surrey Estate,2.0,4.0,1.0,,,1 600 000
1150,Vredehoek,2.0,4.0,1.0,758,RE/MAX Living,6 950 000
1151,Woodstock,2.0,2.0,,160,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2 650 000
1152,Kenilworth,4.0,5.0,4.0,447,"RE/MAX, Premier - Claremont",3 250 000
1153,Woodstock,1.0,3.0,,268,Rawson Properties Rawson Auctions Western Cape,1 500 000
1154,Pelican Park,2.0,3.0,1.0,300,Nadia Moses Real Estates,980 000
1155,Constantia,4.0,3.0,20.0,1500,Pam Golding Properties - Southern Suburbs,23 500 000
1156,Plumstead,1.0,3.0,4.0,500,RE/MAX Elite,2 525 000
1157,Claremont Upper,3.0,3.0,2.0,496,Greeff Christie's International Real Estate - Southern Suburbs,5 300 000
1158,Crawford,2.5,3.0,7.0,596,"RE/MAX, Premier - Claremont",2 295 000
1159,Fresnaye,3.0,4.0,4.0,428,Pam Golding Properties - Atlantic Seaboard,12 000 000
1160,Wynberg Upper,2.0,3.0,3.0,258,Rawson Properties Constantia,2 190 000
1161,Charlesville,2.0,4.0,2.0,,Chadlee Real Estate,1 395 000
1162,Plumstead,2.0,3.0,4.0,395,"RE/MAX, Premier - Claremont",1 999 000
1163,Grassy Park,1.0,3.0,3.0,556,We Trade Property - Northern Suburbs,795 000
1164,Constantia,5.0,5.0,4.0,1902,Tyson Properties Southern Suburbs,16 000 000
1165,Schaap Kraal,3.0,6.0,1.0,1324,Momentum International Realty - Central,2 199 000
1166,Cape Town City Centre,,,1.0,323,Bidstream,POA
1167,Green Point,4.5,3.0,2.0,588,RE/MAX Living,12 999 000
1168,Pinelands,2.0,3.0,1.0,957,"RE/MAX, Property Associates - Pinelands",3 899 000
1169,Kenilworth Upper,3.5,5.0,4.0,1122,Tyson Properties Southern Suburbs,6 950 000
1170,Bo Kaap,1.0,3.0,,104,RE/MAX Living,1 850 000
1171,Ottery,1.0,3.0,2.0,481,Omega Real Estate,1 895 000
1172,Observatory,2.0,6.0,,293,RE/MAX Living,3 350 000
1173,Pinelands,2.0,5.0,7.0,1586,"RE/MAX, Property Associates - Pinelands",4 150 000
1174,Plumstead,2.0,3.0,4.0,395,"RE/MAX, Premier - Claremont",1 999 000
1175,Salt River,2.0,4.0,,266,Waleed Ras Property Services,2 595 000
1176,Plumstead,3.5,5.0,5.0,803,RE/MAX Elite,3 980 000
1177,Fresnaye,2.5,3.0,1.0,571,Dogon Group Sea Point - Head Office,10 900 000
1178,Newlands,2.5,4.0,3.0,991,Tyson Properties Southern Suburbs,7 650 000
1179,Muizenberg,3.0,4.0,4.0,140,Eazi Real Estate,1 695 000
1180,Plumstead,1.0,3.0,6.0,496,NDS Real Estate,2 650 000
1181,Zeekoevlei,2.0,5.0,3.0,664,Momentum International Realty - Central,2 299 000
1182,Constantia,5.5,5.0,4.0,6151,Pam Golding Properties - Southern Suburbs,30 000 000
1183,Rondebosch,2.0,3.0,3.0,550,Robshaw Property Group,3 450 000
1184,Claremont,2.0,4.0,4.0,494,Pam Golding Properties - Southern Suburbs,3 900 000
1185,Claremont,2.0,4.0,4.0,740,Seeff Southern Suburbs,5 995 000
1186,Heideveld,1.0,3.0,,,RE/MAX Impact,490 000
1187,Pinelands,1.0,3.0,1.0,1074,Erf Size,3 750 000
1188,Muizenberg,2.0,3.0,2.0,208,Tyson Properties Southern Suburbs,1 450 000
1189,Constantia,3.0,4.0,7.0,1317,Keller Williams Eden,4 650 000
1190,Pinelands,6.0,7.0,4.0,872,Seeff Pinelands,5 999 000
1191,Camps Bay,6.0,6.0,2.0,331,Pam Golding Properties - Camps Bay,26 995 000
1192,Southfield,3.0,3.0,4.0,115,Realtor of Excellence,1 695 000
1193,Newlands,2.0,4.0,4.0,806,Greeff Christie's International Real Estate - Southern Suburbs,10 950 000
1194,Claremont,2.0,4.0,4.0,740,Seeff Southern Suburbs,5 995 000
1195,Oranjezicht,2.0,3.0,1.0,132,Sotheby's International Realty - Atlantic Seaboard & City Bowl,4 950 000
1196,Fresnaye,4.5,4.0,4.0,633,RE/MAX Living,32 500 000
1197,Mowbray,2.0,4.0,5.0,702,"RE/MAX, Property Associates - Pinelands",3 145 000
1198,Constantia,3.0,3.0,3.0,1207,RE/MAX Living,22 995 000
1199,Fresnaye,9.0,9.0,7.0,3027,Soukop Property Group - Sea Point,120 000 000
1200,Camps Bay,6.0,6.0,5.0,658,Eazi Real Estate,12 850 000
1201,Rondebosch,5.5,6.0,9.0,1670,BAE Estates & Escapes,14 995 995
1202,Bantry Bay,5.5,5.0,4.0,794,Tyson Properties Atlantic Seaboard,90 000 000
1203,Stonehurst Mountain Estate,2.0,3.0,2.0,300,Chas Everitt Cape Town South,4 650 000
1204,Belgravia,4.0,6.0,8.0,496,"LRE Group, Rondebosch",3 150 000
1205,Zeekoevlei,2.0,3.0,4.0,329,Rawson Properties Ottery,1 695 000
1206,Constantia,5.5,5.0,8.0,3795,Greeff Christie's International Real Estate - Southern Suburbs,29 000 000
1207,Pinelands,2.0,3.0,4.0,,,3 250 000
1208,Lavender Hill,1.0,2.0,3.0,,Momentum International Realty - Central,429 000
1209,Lavender Hill,1.0,3.0,5.0,336,RE/MAX Impact,550 000
1210,Belgravia,2.0,3.5,3.0,495,PropertyFox,2 450 000
1211,Rondebosch East,2.0,3.0,5.0,386,Sale,2 300 000
1212,Woodstock,2.0,3.0,1.0,288,Tyson Properties Atlantic Seaboard,3 600 000
1213,Gardens,2.0,3.0,1.0,461,Tyson Properties Atlantic Seaboard,15 000 000
1214,Bakoven,4.0,4.0,1.0,323,Sale,15 900 000
1215,Southfield,2.0,4.0,4.0,498,Sotheby's International Realty - Claremont,2 795 000
1216,Woodstock,1.0,2.0,1.0,43,Pam Golding Properties - Southern Suburbs,1 395 000
1217,Constantia,5.5,5.0,8.0,3795,Greeff Christie's International Real Estate - Southern Suburbs,29 000 000
1218,Constantia,2.0,3.0,2.0,154,Pam Golding Properties - Southern Suburbs,3 495 000
1219,Elfindale,3.0,4.0,7.0,660,Rawson Properties Constantia,2 895 000
1220,Heathfield,2.0,3.0,7.0,440,Harcourts Maynard Burgoyne,2 695 000
1221,Rondebosch,3.0,5.0,4.0,1143,Seeff Southern Suburbs,10 500 000
1222,Guguletu,1.0,3.0,3.0,210,We Trade Property - Northern Suburbs,500 000
1223,Rylands,2.0,5.0,10.0,496,RE/MAX Elite,2 290 000
1224,Plumstead,2.0,3.0,1.0,508,Rawson Properties Constantia,2 995 000
1225,Thornton,2.0,4.0,5.0,595,Harcourts Maynard Burgoyne,2 195 000
1226,Kenilworth Upper,3.0,4.0,6.0,938,Pam Golding Properties - Southern Suburbs,6 950 000
1227,Newlands,2.5,3.0,2.0,,Jawitz Constantia,5 795 000
1228,Marina Da Gama,3.0,3.0,1.0,333,Keller Williams Explore Properties,2 390 000
1229,Pelican Park,1.0,2.0,3.0,143,ERA Northern Suburbs,950 000
1230,Constantia,4.5,6.0,6.0,1526,Tyson Properties Southern Suburbs,14 500 000
1231,Fresnaye,5.0,5.0,2.0,450,Erf Size,22 500 000
1232,Camps Bay,4.0,4.0,4.0,,Lionlead Real Estate,14 890 000
1233,Rondebosch East,1.0,2.0,4.0,185,Diversity Real Estate,1 950 000
1234,Bishop Lavis,1.0,3.0,3.0,,FPS Properties,1 180 000
1235,Pinelands,5.0,5.0,5.0,676,Pam Golding Properties - Southern Suburbs,3 995 000
1236,Newlands,2.5,3.0,2.0,,Jawitz Constantia,5 795 000
1237,Llandudno,6.0,6.0,5.0,991,Dogon Group Sea Point - Head Office,59 000 000
1238,Muizenberg,1.0,2.0,1.0,200,Property.CoZa - Southern Peninsula,1 200 000
1239,Bishopscourt,3.0,3.0,7.0,1283,Pam Golding Properties - Southern Suburbs,8 950 000
1240,Muizenberg,2.0,3.0,6.0,601,Rawson Properties Strandfontein,2 950 000
1241,Gardens,2.5,3.0,,137,Pam Golding Properties - City Bowl,5 200 000
1242,Newlands,2.0,4.0,5.0,776,"RE/MAX, Premier - Claremont",6 750 000
1243,Diep River,3.0,4.0,4.0,807,"RE/MAX, Premier - Claremont",3 450 000
1244,Kirstenhof,2.0,5.0,4.0,695,Chas Everitt Cape Town South,3 795 000
1245,Newlands,2.0,4.0,3.0,595,Seeff Southern Suburbs,8 500 000
1246,Lakeside,10.0,9.0,9.0,1248,Dogon Group Southern Suburbs,22 000 000
1247,Constantia,3.0,3.0,3.0,415,Seeff Southern Suburbs,6 300 000
1248,Camps Bay,5.5,6.0,3.0,805,Jawitz Atlantic Seaboard,35 000 000
1249,Claremont Upper,2.0,3.0,2.0,362,Seeff Southern Suburbs,5 750 000
1250,Fresnaye,5.0,5.0,8.0,,Lynn Estates,150 000 000
1251,Plumstead,3.0,6.0,,,Rawson Properties Constantia,4 650 000
1252,Higgovale,3.0,4.0,2.0,495,"Kapstadt International Properties cc, Gardens",14 900 000
1253,Bishopscourt,3.0,5.0,7.0,6500,Pam Golding Properties - Southern Suburbs,19 950 000
1254,Green Point,3.0,3.0,1.0,378,Sale,7 950 000
1255,Lakeside,10.0,9.0,9.0,1248,Dogon Group Southern Suburbs,22 000 000
1256,Meadowridge,2.0,3.0,4.0,872,Jawitz Constantia,3 950 000
1257,Green Point,18.0,15.0,12.0,1350,Property.CoZa - Atlantic Seaboard,19 500 000
1258,Tamboerskloof,4.0,3.0,,258,Sale,6 495 000
1259,Maitland,1.0,3.0,1.0,412,SAPROPERTY.COM - Cape Town,1 950 000
1260,Charlesville,1.0,3.0,1.0,,Chadlee Real Estate,1 200 000
1261,Green Point,3.5,3.0,2.0,404,Seeff Sea Point - Sales,6 495 000
1262,Grassy Park,1.0,3.0,3.0,417,Pam Golding Properties - South Eastern Suburbs,1 750 000
1263,Plumstead,3.0,5.0,2.0,496,Chas Everitt Cape Town South,3 550 000
1264,Grassy Park,1.0,3.0,2.0,497,Pam Golding Properties - South Eastern Suburbs,2 190 000
1265,Wynberg,5.0,6.0,4.0,496,ClareMart Auction Group,POA
1266,Pelican Park,1.0,2.0,1.0,,Momentum International Realty - Central,699 000
1267,Pelican Park,1.0,2.0,1.0,,Momentum International Realty - Central,699 000
1268,Rondebosch,3.0,4.0,4.0,934,"RE/MAX, Premier - Claremont",8 000 000
1269,Bonteheuwel,2.0,3.0,1.0,,RE/MAX Impact,520 000
1270,Observatory,1.0,2.0,2.0,245,Rawson Properties Constantia,2 250 000
1271,Woodstock,2.0,5.0,,,"RE/MAX, Property Associates - Pinelands",2 250 000
1272,Newlands,2.5,3.0,2.0,,Sale,7 200 000
1273,Bergvliet,2.0,3.0,3.0,705,Erf Size,3 095 000
1274,Lotus River,,,,,Dawn Properties,1 599 000
1275,Claremont,1.0,2.0,2.0,198,"RE/MAX, Premier - Claremont",1 750 000
1276,Marina Da Gama,2.0,3.0,2.0,700,Keller Williams Explore Properties,3 150 000
1277,Bo Kaap,1.0,1.0,1.0,,Omega Real Estate,2 600 000
1278,Newlands,2.0,4.0,2.0,898,Keller Williams Eden,8 200 000
1279,De Waterkant,3.0,3.0,,149,"Leapfrog, City Bowl",12 950 000
1280,Newlands,4.0,4.0,5.0,880,Vineyard Estates,7 600 000
1281,Tokai,2.5,4.0,6.0,1069,Eazi Real Estate,4 700 000
1282,Woodstock,1.5,4.0,,100,"RE/MAX, Property Associates - Pinelands",2 350 000
1283,Camps Bay,5.0,4.0,3.0,,Law Real Estate,85 000 000
1284,Woodstock,1.0,3.0,,1022,Tyson Properties Atlantic Seaboard,1 650 000
1285,Pelican Park,1.0,2.0,2.0,169,Realtor of Excellence,779 000
1286,Muizenberg,8.0,8.0,,494,RE/MAX Elite,5 500 000
1287,Oranjezicht,3.0,4.0,2.0,414,RE/MAX Living,6 900 000
1288,Claremont,1.5,3.0,12.0,882,Seeff Southern Suburbs,5 900 000
1289,Camps Bay,2.0,2.0,2.0,994,Sale,10 900 000
1290,Sea Point,4.0,4.0,2.0,155,Seeff Sea Point - Sales,5 995 000
1291,St James,2.0,5.0,2.0,486,Glendyr Dade Properties,6 800 000
1292,Philippi,3.0,3.0,,6250,The Real Estate Company Cape Town,5 650 000
1293,Observatory,2.0,3.0,,163,Pam Golding Properties - Southern Suburbs,2 700 000
1294,Walmer Estate,1.0,3.0,,305,"LRE Group, Rondebosch",2 490 000
1295,Rondebosch,2.0,3.0,1.0,420,Seeff Southern Suburbs,3 850 000
1296,Newlands,3.0,4.0,5.0,517,Tyson Properties Southern Suburbs,7 200 000
1297,Wynberg Upper,,,,4038,Greeff Christie's International Real Estate - Southern Suburbs,27 000 000
1298,Vredehoek,3.0,5.0,2.0,375,Jawitz Atlantic Seaboard,5 595 000
1299,Fresnaye,3.5,4.0,4.0,681,The Agency Property Group,24 995 000
1300,Pelican Park,1.0,2.0,2.0,169,Realtor of Excellence,779 000
1301,Llandudno,5.0,5.0,5.0,991,Meridian Realty,POA
1302,Claremont,3.0,4.0,4.0,714,Seeff Southern Suburbs,5 900 000
1303,Constantia,5.5,5.0,4.0,1350,Sale,15 500 000
1304,Green Point,5.0,5.0,4.0,565,Live Real Estate,11 950 000
1305,Observatory,1.5,1.0,1.0,,Robshaw Property Group,3 250 000
1306,Llandudno,4.0,4.0,3.0,768,Atteridge Real Estate,25 500 000
1307,Woodstock,2.0,3.0,2.0,406,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",4 500 000
1308,Walmer Estate,2.0,4.0,,,Lionlead Real Estate,2 500 000
1309,Woodstock,1.0,2.0,,170,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1 850 000
1310,Claremont Upper,3.0,4.0,,412,Rawson Properties Constantia,4 495 000
1311,Maitland,1.0,3.0,3.0,495,Erf Size,1 850 000
1312,Claremont,1.0,3.0,1.0,400,"RE/MAX, Premier - Claremont",3 700 000
1313,Gardens,11.0,33.0,2.0,1930,Erf Size,25 000 000
1314,Green Point,2.5,3.0,2.0,,RE/MAX Living,8 496 000
1315,Claremont,2.5,3.0,3.0,565,Brooks and Michaels,4 990 000
1316,Kalk Bay,1.0,2.0,,192,Sale,5 250 000
1317,Maitland,1.0,3.0,3.0,495,Erf Size,1 850 000
1318,Marina Da Gama,2.0,3.0,2.0,243,Keller Williams Explore Properties,2 490 000
1319,Observatory,2.5,3.0,2.0,,Lionlead Real Estate,1 895 000
1320,Clifton,5.0,5.0,1.0,345,Dogon Group Sea Point - Head Office,39 000 000
1321,Observatory,1.0,2.0,,106,Chas Everitt Atlantic Seaboard and City Bowl,1 950 000
1322,Woodstock,1.0,2.0,,89,Evolution Properties,1 395 000
1323,Claremont Upper,4.0,4.0,4.0,496,Keller Williams Eden,8 750 000
1324,Harfield Village,3.0,4.0,2.0,511,Rawson Properties Constantia,3 495 000
1325,Wynberg Upper,2.0,3.0,3.0,441,Eazi Real Estate,3 500 000
1326,Plumstead,3.0,4.0,3.0,496,Rawson Properties Constantia,4 750 000
1327,Newlands,2.0,3.0,2.0,,Upton Properties Newlands,4 950 000
1328,Kirstenhof,1.0,3.0,1.0,752,Rawson Properties Constantia,2 750 000
1329,Athlone,3.0,3.0,3.0,545,Jawitz South East Suburbs,2 695 000
1330,Tamboerskloof,5.0,5.0,2.0,498,RE/MAX Living,25 500 000
1331,Newlands,3.0,3.0,2.0,446,Knight Frank,7 600 000
1332,Lakeside,10.0,10.0,,1549,Keller Williams Eden,13 000 000
1333,Fresnaye,4.0,4.0,3.0,1041,Pam Golding Properties - Atlantic Seaboard,23 950 000
1334,Maitland,,,,765,ClareMart Auction Group,POA
1335,Camps Bay,4.0,4.0,2.0,514,RE/MAX Living,39 995 000
1336,Thornton,2.0,4.0,4.0,606,Property Alliance,2 295 000
1337,Newlands,3.0,4.0,,310,"RE/MAX, Premier - Claremont",3 999 975
1338,Bridgetown,3.0,7.0,,284,Nadia Moses Real Estates,2 100 000
1339,Higgovale,3.0,3.0,2.0,,RE/MAX Living,10 995 000
1340,Woodstock,2.0,2.0,,134,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1 795 000
1341,Llandudno,5.0,5.0,5.0,,Air Property,POA
