id,location,bathrooms,bedrooms,parking,size,agent,price
1782,Bergvliet,3.0,4.0,5.0,726,Jawitz Constantia,4975000
1783,Constantia,4.0,5.0,2.0,2000,Sotheby's International Realty - Tokai,7795000
1784,Salt River,2.0,3.0,,116,Chas Everitt Atlantic Seaboard and City Bowl,2295000
1785,Sybrand Park,2.0,4.0,1.0,732,RE/MAX Impact,2600000
1786,Bishop Lavis,1.0,3.0,1.0,,Icon Property Group,1150000
1787,Camps Bay,7.0,5.0,5.0,1435,Seeff Camps Bay - Sales,45000000
1788,Camps Bay,3.0,4.0,2.0,595,Seeff Camps Bay - Sales,12750000
1789,Fresnaye,3.0,3.0,4.0,627,Dogon Group Sea Point - Head Office,13950000
1790,Green Point,2.0,2.0,1.0,,Floor Size,4399000
1791,Rosebank,4.0,4.0,3.0,1056,Knight Frank,8500000
1792,Kenilworth Upper,2.0,3.0,4.0,314,Tyson Properties Southern Suburbs,4495000
1793,Camps Bay,2.0,4.0,5.0,1235,Seeff Camps Bay - Sales,16900000
1794,Retreat,2.0,3.0,2.0,250,"RE/MAX, Premier - Claremont",1250000
1795,Bishopscourt,6.0,6.0,10.0,3965,Next Move Properties,25000000
1796,Claremont Upper,6.0,5.0,5.0,1041,Seeff Southern Suburbs,7995000
1797,Camps Bay,2.0,4.0,6.0,987,"Kapstadt International Properties cc, Gardens",15000000
1798,Llandudno,5.0,6.0,2.0,991,Cape Waterfront Estates,28000000
1799,Claremont Upper,4.0,4.0,6.0,472,Chas Everitt Cape Town South,6950000
1800,Bishopscourt,4.0,4.0,10.0,4001,Pam Golding Properties - Southern Suburbs,29500000
1801,Lavender Hill,1.0,3.0,1.0,,Momentum International Realty - Central,550000
1802,Claremont,3.0,5.0,3.0,496,Seeff Southern Suburbs,3795000
1803,Fresnaye,5.0,5.0,5.0,519,Seeff Sea Point - Sales,8500000
1804,Walmer Estate,1.0,2.0,,102,Omega Real Estate,1990000
1805,Bishopscourt,6.0,6.0,10.0,3965,Next Move Properties,25000000
1806,Newlands,3.0,4.0,3.0,625,Seeff Southern Suburbs,6250000
1807,Walmer Estate,1.0,2.0,,102,Omega Real Estate,1990000
1808,Bishopscourt,6.0,6.0,10.0,3965,Next Move Properties,25000000
1809,Newlands,3.0,4.0,3.0,625,Seeff Southern Suburbs,6250000
1810,Bantry Bay,5.5,5.0,2.0,698,Lance Real Estate,59950000
1811,Gardens,1.0,1.0,,139,RE/MAX Living,3800000
1812,Schaap Kraal,4.0,7.0,58.0,3467,RE/MAX In Motion (Mitchells Plain),1999999
1813,Zwaanswyk,,,4.0,1528,Sotheby's International Realty - Tokai,5500000
1814,Claremont,3.0,5.0,3.0,650,Pam Golding Properties - Southern Suburbs,4650000
1815,Green Point,5.0,5.0,6.0,330,Seeff Sea Point - Sales,16500000
1816,Pelican Park,1.0,2.0,3.0,,RE/MAX Impact,775000
1817,Zeekoevlei,3.0,5.0,6.0,496,"RE/MAX, Premier - Claremont",2750000
1818,Rondebosch Village,2.0,3.0,1.0,314,"RE/MAX, Premier - Claremont",3050000
1819,Woodstock,4.0,4.0,1.0,,BAE Estates & Escapes,2500000
1820,Camps Bay,10.0,9.0,7.0,785,Tyson Properties Atlantic Seaboard,18950000
1821,Sea Point,1.0,2.0,,,Sale,4850000
1822,Pelican Park,1.0,2.0,3.0,,RE/MAX Impact,775000
1823,Tokai,4.0,3.0,4.0,315,The Agency Property Group,10500000
1824,Ottery,1.0,3.0,2.0,,RE/MAX Impact,1895000
1825,Newfields,3.0,3.0,1.0,650,property4SALE,2750000
1826,Llandudno,4.0,5.0,8.0,743,Atteridge Real Estate,57000000
1827,Kalk Bay,2.0,4.0,1.0,392,Engel & Volkers False Bay,7300000
1828,Tokai,4.0,4.0,2.0,626,Jawitz Constantia,10750000
1829,Claremont,1.0,2.0,1.0,,Rawson Properties Constantia,2000000
1830,Llandudno,5.0,4.0,2.0,1135,Atteridge Real Estate,16995000
1831,Marina Da Gama,2.0,3.0,3.0,,Tyson Properties Southern Suburbs,2395000
1832,Constantia,3.5,4.0,6.0,740,Jawitz Constantia,4500000
1833,Constantia,3.5,3.0,6.0,431,Sotheby's International Realty - Tokai,13750000
1834,Woodstock,2.0,4.0,,,RE/MAX Living,2495000
1835,Vanguard,2.0,4.0,4.0,505,Momentum International Realty - Central,2350000
1836,Tokai,4.5,5.0,6.0,1188,Blue Chip Properties,5690000
1837,Kenilworth Upper,2.0,3.0,6.0,989,Sale,5556000
1838,Philippi,1.0,3.0,1.0,80,We Trade Property - Northern Suburbs,500000
1839,Thornton,1.5,3.0,6.0,595,Seeff Pinelands,2270000
1840,Philadelphia,,,,43000000,Omega Real Estate,200000000
1841,Green Point,6.0,5.0,1.0,331,Meridian Realty,8500000
1842,Harfield Village,2.0,2.0,1.0,128,Sale,2250000
1843,Llandudno,5.0,4.0,2.0,1135,Atteridge Real Estate,16995000
1844,Wynberg Upper,2.5,3.0,4.0,243,Rawson Properties Constantia,3995000
1845,Bantry Bay,2.0,3.0,2.0,504,Jawitz Atlantic Seaboard,8950000
1846,Marina Da Gama,3.0,3.0,4.0,670,Tyson Properties Southern Suburbs,3150000
1847,Kenilworth,2.0,2.0,2.0,164,Heads Residential Property,2195000
1848,Observatory,4.0,8.0,,311,Evolution Properties,5500000
1849,Clifton,3.5,3.0,,308,Seeff Sea Point - Sales,32500000
1850,Pinelands,2.0,3.0,2.0,265,Harcourts Maynard Burgoyne,2695000
1851,Plumstead,6.5,6.0,6.0,1345,Rawson Properties Constantia,6500000
1852,Camps Bay,4.5,4.0,6.0,461,Pam Golding Properties - Camps Bay,17950000
1853,Wynberg Upper,1.0,2.0,1.0,,RE/MAX Living,2750000
1854,Claremont Upper,4.0,4.0,2.0,472,Pam Golding Properties - Southern Suburbs,6950000
1855,Wynberg Upper,2.0,3.0,2.0,411,Alexo Property Brokers,2900000
1856,Woodstock,1.0,2.0,,118,Tyson Properties Atlantic Seaboard,1650000
1857,Rondebosch East,3.0,4.0,3.0,501,Pam Golding Properties - Southern Suburbs,3750000
1858,Rondebosch,3.0,3.0,3.0,740,CARADOC | CAPE PROPERTY SPECIALISTS,3950000
1859,Newlands,2.0,4.0,2.0,495,Keller Williams Eden,8950000
1860,Camps Bay,7.0,6.0,9.0,982,Nox Property,35900000
1861,Claremont Upper,4.0,4.0,2.0,472,Pam Golding Properties - Southern Suburbs,6950000
1862,Rondebosch,5.0,5.0,1.0,668,Keller Williams Eden,4500000
1863,Tokai,4.0,5.0,2.0,1095,Rawson Properties Claremont,5499999
1864,Pinelands,2.0,3.0,5.0,892,"RE/MAX, Property Associates - Pinelands",3399000
1865,Constantia,5.5,5.0,13.0,9009,Sotheby's International Realty - Tokai,17000000
1866,Higgovale,2.5,3.0,2.0,,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",6495000
1867,Plumstead,2.0,3.0,4.0,496,Pam Golding Properties - Southern Suburbs,2400000
1868,Lotus River,2.0,4.0,12.0,750,RE/MAX Impact,1800000
1869,Three Anchor Bay,7.0,7.0,,,Law Real Estate,7750000
1870,Higgovale,2.5,3.0,2.0,,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",6495000
1871,Plumstead,2.0,3.0,4.0,496,Pam Golding Properties - Southern Suburbs,2400000
1872,Lotus River,2.0,4.0,12.0,750,RE/MAX Impact,1800000
1873,Green Point,7.0,7.0,3.0,284,Tyson Properties Atlantic Seaboard,7500000
1874,Newlands,2.0,3.0,3.0,360,Pam Golding Properties - Southern Suburbs,5750000
1875,Walmer Estate,3.0,6.0,,285,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3995000
1876,Fresnaye,3.0,4.0,2.0,462,Seeff Sea Point - Sales,11995000
1877,Marina Da Gama,3.0,3.0,3.0,299,Keller Williams Explore Properties,3450000
1878,Claremont Upper,4.0,6.0,4.0,396,The Agency Property Group,7000000
1879,Claremont,2.0,3.0,3.0,610,Pam Golding Properties - Southern Suburbs,3795000
1880,Kenilworth Upper,2.0,3.0,3.0,150,Sotheby's International Realty - Claremont,4990000
1881,Gardens,4.0,4.0,,165,"Kapstadt International Properties cc, Gardens",6495000
1882,Muizenberg,1.0,2.0,2.0,,Eazi Real Estate,1150000
1883,Green Point,4.0,3.0,2.0,527,RE/MAX Living,19900000
1884,Constantia,7.0,7.0,8.0,3389,RE/MAX Home - Hout Bay,17500000
1885,Steenberg Golf Estate,3.5,3.0,5.0,997,Steenberg Property Sales,25000000
1886,Marina Da Gama,3.0,3.0,3.0,299,Keller Williams Explore Properties,3450000
1887,Camps Bay,4.0,4.0,2.0,690,Engel & Volkers Atlantic Seaboard & City Bowl,21995000
1888,Wynberg Upper,3.0,4.0,2.0,,Pam Sorel Properties,5550000
1889,Llandudno,5.0,5.0,3.0,1241,Cape Waterfront Estates,29000000
1890,Tokai,3.0,3.0,2.0,496,Jawitz Constantia,8400000
1891,Fresnaye,3.5,4.0,2.0,,Sotheby's International Realty - Atlantic Seaboard & City Bowl,8500000
1892,Rondebosch,3.0,3.0,2.0,488,Seeff Southern Suburbs,3395000
1893,Rondebosch,2.5,6.0,4.0,1230,Link Property People,8900000
1894,Tokai,3.0,4.0,2.0,1013,Pam Golding Properties - Southern Suburbs,5495000
1895,Woodstock,1.0,3.0,,302,Evolution Properties,990000
1896,Kenilworth Upper,3.0,3.0,2.0,,Sotheby's International Realty - Claremont,4160000
1897,Wynberg,,,,209,Law24,2490000
1898,Woodstock,2.0,3.0,,200,RE/MAX In Motion (Mitchells Plain),1985000
1899,Steenberg,1.0,3.0,1.0,307,RE/MAX In Motion (Mitchells Plain),780000
1900,Claremont,7.0,6.0,3.0,548,Engel & Volkers Atlantic Seaboard & City Bowl,5995000
1901,Sea Point,1.0,2.0,1.0,281,Tyson Properties Atlantic Seaboard,4950000
1902,Higgovale,4.0,4.0,4.0,404,Pam Golding Properties - City Bowl,24900000
1903,Tokai,4.0,6.0,4.0,1058,Keller Williams Explore Properties,4995000
1904,De Waterkant,2.0,2.0,,80,"Leapfrog, City Bowl",8900000
1905,Steenberg,1.0,1.0,,185,Theron Property Group,530000
1906,Claremont,2.0,4.0,2.0,484,Seeff Southern Suburbs,4290000
1907,Muizenberg,2.0,3.0,3.0,208,RE/MAX Elite,1450000
1908,Higgovale,4.0,4.0,4.0,404,Pam Golding Properties - City Bowl,24900000
1909,Kenilworth Upper,1.0,1.0,1.0,535,Knight Frank,3950000
1910,Ocean View,1.0,2.0,,84,Rawson Properties Ou Kaap,690000
1911,Gardens,1.0,3.0,5.0,265,"Kapstadt International Properties cc, Gardens",4300000
1912,Rondebosch,2.0,3.0,2.0,504,CARADOC | CAPE PROPERTY SPECIALISTS,3650000
1913,Belthorne Estate,1.0,3.0,5.0,528,Pam Golding Properties - Goodwood / Athlone / Belhar,2200000
1914,Rondebosch,2.0,5.0,4.0,575,Apex Realty,3750000
1915,Steenberg Golf Estate,4.5,4.0,4.0,1190,Dogon Group Southern Suburbs,16500000
1916,Walmer Estate,2.0,3.0,3.0,322,Meridian Realty,3950000
1917,Vredehoek,2.0,3.0,1.0,239,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3995000
1918,Green Point,3.5,3.0,2.0,366,Pam Golding Properties - Atlantic Seaboard,9995000
1919,Constantia,3.0,4.0,4.0,700,Knight Frank,4750000
1920,Constantia,3.0,4.0,6.0,3866,Blue Chip Properties,12500000
1921,Ottery,3.0,4.0,5.0,400,"RE/MAX, Premier - Claremont",2450000
1922,Zonnebloem,2.0,3.0,2.0,185,"Kapstadt International Properties cc, Gardens",3750000
1923,Camps Bay,7.5,6.0,6.0,846,Pam Golding Properties - Camps Bay,21750000
1924,Plumstead,3.0,3.0,3.0,496,Lola Kramer Properties,2295000
1925,Camps Bay,4.0,4.0,,672,RE/MAX Living,13950000
1926,Walmer Estate,2.0,3.0,3.0,322,Meridian Realty,3950000
1927,Oranjezicht,3.0,4.0,2.0,672,Pam Golding Properties - City Bowl,10950000
1928,Observatory,2.0,8.0,,425,ClareMart Auction Group,POA
1929,Camps Bay,3.0,4.0,2.0,495,Seeff Camps Bay - Sales,8995000
1930,Diep River,2.0,3.0,2.0,450,Jawitz Constantia,2695000
1931,Rylands,3.0,4.0,5.0,496,Eazi Real Estate,3495000
1932,Constantia,9.0,15.0,7.0,13888,"RE/MAX, Premier - Claremont",POA
1933,Woodstock,1.0,2.0,1.0,118,Evolution Properties,1749999
1934,Camps Bay,3.0,4.0,1.0,552,Engel & Volkers Camps Bay,8950000
1935,Kenilworth Upper,5.0,5.0,11.0,2231,Greeff Christie's International Real Estate - Southern Suburbs,16900000
1936,Pinelands,3.0,5.0,5.0,857,Pam Golding Properties - Southern Suburbs,4899000
1937,Plumstead,2.0,4.0,4.0,427,"RE/MAX, Premier - Claremont",2899000
1938,Vredehoek,1.0,3.0,2.0,280,Property.CoZa - Blouberg,3650000
1939,Claremont Upper,4.0,4.0,4.0,565,Sotheby's International Realty - Claremont,6750000
1940,Rosebank,2.5,4.0,3.0,575,Eazi Real Estate,4499000
1941,Claremont,2.0,3.0,3.0,368,Knight Frank,3150000
1942,Vredehoek,3.5,3.0,3.0,463,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",6480000
1943,Constantia,3.5,4.0,4.0,8062,Greeff Christie's International Real Estate - Southern Suburbs,32000000
1944,Green Point,3.0,3.0,,196,Jawitz Atlantic Seaboard,9500000
1945,Thornton,2.0,4.0,4.0,645,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2495000
1946,Dennedal,3.0,6.0,2.0,,Sotheby's International Realty - Tokai,6995000
1947,Llandudno,5.0,5.0,6.0,1241,Tyson Properties Atlantic Seaboard,29000000
1948,Silvertree Estate,2.5,5.0,5.0,640,Chas Everitt Cape Town South,8950000
1949,Pinelands,3.0,5.0,5.0,857,Pam Golding Properties - Southern Suburbs,4899000
1950,Three Anchor Bay,2.0,3.0,,125,Propfind Cape Town,4200000
1951,Sea Point,1.0,2.0,,,RE/MAX Living,4500000
1952,Steenberg,2.0,5.0,3.0,,,1200000
1953,Tamboerskloof,3.5,4.0,2.0,750,RE/MAX Living,13250000
1954,Pinelands,2.0,3.0,2.0,885,Seeff Pinelands,3595000
1955,Camps Bay,6.5,7.0,9.0,690,Chas Everitt Atlantic Seaboard and City Bowl,11500000
1956,Wynberg Upper,3.0,4.0,2.0,727,Tyson Properties Southern Suburbs,6495000
1957,Pelican Park,1.0,2.0,3.0,240,RE/MAX Impact,999000
1958,Rondebosch,3.0,3.0,4.0,496,Tyson Properties Southern Suburbs,3995000
1959,Southfield,1.5,3.0,2.0,495,Eazi Real Estate,2450000
1960,Steenberg Golf Estate,5.5,5.0,2.0,8002,Steenberg Property Sales,32000000
1961,Muizenberg,2.0,3.0,1.0,,RE/MAX In Motion (Mitchells Plain),1450000
1962,Plumstead,2.0,3.0,4.0,440,Percipient Properties,2595000
1963,Tamboerskloof,4.5,4.0,2.0,311,Jawitz Atlantic Seaboard,12950000
1964,Constantia,3.0,4.0,2.0,1406,Pam Golding Properties - Southern Suburbs,12200000
1965,Mowbray,1.0,3.0,7.0,599,ERA Northern Suburbs,4100000
1966,Rondebosch,4.0,5.0,5.0,1349,Seeff Southern Suburbs,11500000
1967,Claremont,3.5,4.0,4.0,719,Dogon Group Sea Point - Head Office,4950000
1968,Retreat,1.5,5.0,6.0,479,RE/MAX Impact,1550000
1969,Muizenberg,2.0,3.0,2.0,254,RE/MAX Elite,1575000
1970,Rondebosch,4.0,5.0,5.0,1349,Seeff Southern Suburbs,11500000
1971,Rondebosch,3.0,6.0,6.0,620,"RE/MAX, Premier - Claremont",5795000
1972,Camps Bay,6.0,6.0,4.0,,Seeff Camps Bay - Sales,39950000
1973,Tokai,3.0,2.0,3.0,,Chas Everitt Cape Town South,8500000
1974,Tamboerskloof,4.0,4.0,2.0,496,"Kapstadt International Properties cc, Gardens",16900000
1975,Camps Bay,7.0,6.0,2.0,864,Pam Golding Properties - Camps Bay,24995000
1976,Zwaanswyk,4.5,5.0,3.0,4519,Sotheby's International Realty - Tokai,22950000
1977,Thornton,1.0,3.0,10.0,712,Seeff Pinelands,2495000
1978,Thornton,3.0,4.0,4.0,658,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2295000
1979,Tokai,3.0,3.0,2.0,389,Jawitz Constantia,9955000
1980,Constantia,2.0,4.0,2.0,1817,Jawitz Constantia,10900000
1981,Kalk Bay,5.0,4.0,,466,RE/MAX Living,13495000
1982,Bo Kaap,3.0,3.0,1.0,437,Mayfair Property Group,6000000
1983,Wynberg Upper,3.0,4.0,2.0,575,Greeff Christie's International Real Estate - Southern Suburbs,5900000
1984,De Waterkant,3.5,3.0,2.0,110,RE/MAX Living,18170000
1985,Marina Da Gama,2.0,3.0,3.0,,RE/MAX Elite,2500000
1986,Woodstock,1.0,2.0,1.0,163,Pam Golding Properties - Southern Suburbs,2500000
1987,Higgovale,6.0,5.0,7.0,3400,The Agency Property Group,34950000
1988,Bantry Bay,7.0,10.0,6.0,1566,Seeff Sea Point - Sales,68000000
1989,Claremont,2.0,3.0,2.0,165,Pam Golding Properties - Southern Suburbs,2200000
1990,Surrey Estate,2.0,4.0,1.0,496,Erf Size,1750000
1991,Newlands,4.0,4.0,6.0,633,Greeff Christie's International Real Estate - Southern Suburbs,8400000
1992,Zwaanswyk,4.5,5.0,3.0,4519,Sotheby's International Realty - Tokai,22950000
1993,Woodstock,2.0,3.0,1.0,334,Property Alliance,1995000
1994,Claremont,2.0,2.0,2.0,178,Seeff Southern Suburbs,3100000
1995,Constantia,2.0,3.0,,,Keller Williams Eden,3750000
1996,Bo Kaap,1.0,2.0,,94,RE/MAX Living,2990000
1997,Mowbray,2.5,3.0,2.0,535,Engel & Volkers Atlantic Seaboard & City Bowl,3900000
1998,Claremont Upper,2.0,3.0,2.0,475,Greeff Christie's International Real Estate - Southern Suburbs,7950000
1999,Diep River,2.0,3.0,2.0,451,Jawitz Constantia,2700000
2000,Pinelands,2.0,3.0,4.0,282,Pam Golding Properties - Southern Suburbs,2250000
2001,Bishopscourt Village,2.0,3.0,1.0,450,Rawson Properties Constantia,5200000
2002,Bantry Bay,3.0,3.0,4.0,708,Seeff Sea Point - Sales,22995000
2003,Claremont Upper,2.0,3.0,2.0,475,Greeff Christie's International Real Estate - Southern Suburbs,7950000
2004,Pelican Park,2.0,3.0,1.0,,RE/MAX Impact,1495000
2005,Kenilworth Upper,5.0,6.0,2.0,1066,Signature Real Estate,8590000
2006,Constantia,2.0,3.0,12.0,8890,Sotheby's International Realty - Tokai,15000000
2007,Belhar,1.0,3.0,1.0,332,We Trade Property - Northern Suburbs,750000
2008,Constantia,5.0,4.0,4.0,4006,Knight Frank,45000000
2009,Constantia,5.0,4.0,6.0,2018,Greeff Christie's International Real Estate - Southern Suburbs,6790000
2010,De Waterkant,2.0,2.0,,66,Dogon Group Sea Point - Head Office,6325000
2011,Fairways,2.0,3.0,,500,Keller Williams Explore Properties,1903500
2012,Fresnaye,5.0,4.0,2.0,476,Seeff Sea Point - Sales,29950000
2013,Heathfield,1.0,2.0,2.0,160,Pam Golding Properties - South Eastern Suburbs,1350000
2014,Green Point,3.0,3.0,2.0,,RE/MAX Living,7500000
2015,Bergvliet,2.5,3.0,4.0,981,Pam Golding Properties - Southern Suburbs,3600000
2016,Rondebosch,1.0,2.0,2.0,140,Pam Golding Properties - Southern Suburbs,1995000
2017,Heathfield,1.0,2.0,2.0,160,Pam Golding Properties - South Eastern Suburbs,1350000
2018,Green Point,3.0,3.0,2.0,,RE/MAX Living,7500000
2019,Bergvliet,2.5,3.0,4.0,981,Pam Golding Properties - Southern Suburbs,3600000
2020,Rondebosch,1.0,2.0,2.0,140,Pam Golding Properties - Southern Suburbs,1995000
2021,Camps Bay,4.5,4.0,4.0,495,Chas Everitt Atlantic Seaboard and City Bowl,11400000
2022,Newlands,3.0,4.0,4.0,619,Sale,5490000
2023,Newlands,3.5,5.0,,810,RE/MAX Living,5900000
2024,Camps Bay,5.5,5.0,2.0,809,Pam Golding Properties - Camps Bay,21995000
2025,Mowbray,1.0,2.0,,,"RE/MAX, Property Associates - Pinelands",2300000
2026,Retreat,1.0,2.0,,,,580000
2027,Constantia,2.0,4.0,2.0,2203,Blue Chip Properties,9500000
2028,Constantia,3.0,4.0,2.0,1355,Sotheby's International Realty - Tokai,16600000
2029,Plumstead,1.0,2.0,1.0,172,Greeff Christie's International Real Estate - Southern Suburbs,1750000
2030,Constantia,4.0,6.0,3.0,8190,Blue Chip Properties,28000000
2031,Bishopscourt,2.5,4.0,8.0,3745,Seeff Southern Suburbs,14500000
2032,Bonteheuwel,2.0,3.0,1.0,,RE/MAX In Motion (Mitchells Plain),599000
2033,Sea Point,3.0,4.0,2.0,231,Seeff Sea Point - Sales,5295000
2034,Bonteheuwel,1.0,3.0,3.0,105,Erf Size,539000
2035,Muizenberg,1.0,2.0,1.0,,Eazi Real Estate,1150000
2036,Plumstead,4.0,6.0,5.0,993,Pam Golding Properties - Southern Suburbs,4850000
2037,Plumstead,1.0,2.0,1.0,172,Greeff Christie's International Real Estate - Southern Suburbs,1750000
2038,Claremont,2.0,3.0,1.0,335,CARADOC | CAPE PROPERTY SPECIALISTS,2950000
2039,Sea Point,3.0,3.0,2.0,478,Knight Frank,15000000
2040,Camps Bay,3.0,4.0,1.0,284,Seeff Camps Bay - Sales,14900000
2041,Oranjezicht,5.0,5.0,4.0,919,"Kapstadt International Properties cc, Gardens",23900000
2042,Oranjezicht,5.0,9.0,4.0,668,Jawitz Atlantic Seaboard,12300000
2043,Bonteheuwel,1.0,4.0,,,NMKM Properties Group,650000
2044,Rondebosch,2.0,3.0,3.0,340,Link Property People,4490000
2045,Plumstead,2.0,3.0,4.0,458,Erf Size,2699000
2046,Constantia,2.5,3.0,3.0,217,Blue Chip Properties,3650000
2047,Woodstock,2.0,3.0,2.0,273,Jawitz Atlantic Seaboard,3395000
2048,Marina Da Gama,2.0,3.0,2.0,544,Pam Golding Properties - Muizenberg,3600000
2049,Newlands,5.0,4.0,1.0,,Jawitz Constantia,4900000
2050,Claremont,2.0,3.0,3.0,536,Pam Golding Properties - Southern Suburbs,3850000
2051,Maitland,,,,,Momentum International Realty - Central,1700000
2052,Fresnaye,3.5,4.0,3.0,476,RE/MAX Living,13900000
2053,Newlands,2.0,4.0,,1202,Keller Williams Eden,7450000
2054,Claremont Upper,3.0,3.0,3.0,507,Knight Frank,8999000
2055,Woodstock,1.0,3.0,,308,Jawitz Atlantic Seaboard,3750000
2056,Constantia,3.5,4.0,5.0,1650,Pam Golding Properties - Southern Suburbs,5950000
2057,Green Point,3.0,3.0,,269,Seeff Sea Point - Sales,4795000
2058,Maitland,,,,,Momentum International Realty - Central,1700000
2059,Claremont Upper,4.0,4.0,6.0,649,Pam Golding Properties - Southern Suburbs,14995000
2060,Silvertree Estate,3.0,4.0,4.0,726,Chas Everitt Cape Town South,7100000
2061,Rondebosch,2.0,3.0,2.0,206,Seeff Southern Suburbs,3150000
2062,Rondebosch,5.0,4.0,2.0,991,Link Property People,7700000
2063,Woodstock,4.0,8.0,1.0,350,Tyson Properties Atlantic Seaboard,3200000
2064,Oranjezicht,3.0,3.0,4.0,505,Chas Everitt Cape Town North,8500000
2065,Constantia,7.0,7.0,3.0,7555,Pam Golding Properties - Southern Suburbs,49000000
2066,Llandudno,2.0,3.0,,600,Pam Golding Properties - Hout Bay,12000000
2067,Woodstock,2.0,5.0,1.0,175,Percipient Properties,2495000
2068,Three Anchor Bay,1.0,3.0,1.0,330,Tyson Properties Atlantic Seaboard,5490000
2069,Claremont Upper,4.0,4.0,6.0,649,Pam Golding Properties - Southern Suburbs,14995000
2070,Observatory,1.0,2.0,,147,Erf Size,2150000
2071,Bergvliet,2.0,3.0,4.0,337,Vineyard Estates,4000000
2072,Ndabeni,3.0,5.0,15.0,765,Property.CoZa - Atlantic Seaboard,3795000
2073,Fresnaye,5.5,5.0,4.0,614,Dogon Group Sea Point - Head Office,57000000
2074,Fresnaye,5.0,4.0,4.0,,Live Real Estate,47500000
2075,Wynberg Upper,3.0,5.0,6.0,781,Pam Golding Properties - Southern Suburbs,6900000
2076,Vredehoek,2.0,4.0,3.0,373,"Kapstadt International Properties cc, Gardens",6995000
2077,Newlands,3.0,3.0,2.0,582,Greeff Christie's International Real Estate - Southern Suburbs,7300000
2078,Fresnaye,4.0,5.0,2.0,445,Lance Real Estate,15950000
2079,Kenilworth Upper,5.0,5.0,3.0,826,Seeff Southern Suburbs,7950000
